time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-08-02T04:29:07.220Z,33.5185,-116.4743333,13.71,0.62,ml,20,55,0.04092,0.21,ci,ci38682807,2019-08-02T17:53:15.170Z,"19km ESE of Anza, CA",earthquake,0.37,0.73,0.132,14,reviewed,ci,ci
2019-08-02T04:26:35.020Z,35.8901667,-117.772,10.61,1.42,ml,10,146,0.06977,0.23,ci,ci38682799,2019-08-02T04:30:13.182Z,"13km ESE of Little Lake, CA",earthquake,0.92,1.45,0.118,15,automatic,ci,ci
2019-08-02T04:25:33.980Z,38.8383331,-122.7853317,1.82,0.56,md,6,87,0.003915,0.01,nc,nc73240486,2019-08-02T05:07:04.570Z,"6km WNW of Cobb, CA",earthquake,0.8,1.54,,1,automatic,nc,nc
2019-08-02T04:24:06.290Z,35.9128333,-117.7231667,5.54,0.58,ml,9,103,0.08495,0.12,ci,ci38682791,2019-08-02T04:27:40.999Z,"17km E of Little Lake, CA",earthquake,0.33,1.11,0.135,3,automatic,ci,ci
2019-08-02T04:23:04.045Z,40.0241,-120.6679,11.6,1.4,ml,12,179.71,0.168,0.2084,nn,nn00698523,2019-08-02T18:07:27.847Z,"22km ENE of East Quincy, California",earthquake,,1.4,0.36,5,reviewed,nn,nn
2019-08-02T04:19:55.470Z,35.8088333,-117.6355,2.35,1.55,ml,25,61,0.1052,0.18,ci,ci38682783,2019-08-02T04:23:45.148Z,"21km N of Ridgecrest, CA",earthquake,0.26,0.63,0.158,21,automatic,ci,ci
2019-08-02T04:19:32.180Z,35.8908333,-117.7056667,7.04,1.2,ml,17,69,0.09515,0.14,ci,ci38682775,2019-08-02T04:23:16.147Z,"19km ESE of Little Lake, CA",earthquake,0.24,0.81,0.207,12,automatic,ci,ci
2019-08-02T04:17:54.960Z,36.0025,-117.3561667,0.35,1.31,ml,14,78,0.21,0.19,ci,ci38682759,2019-08-02T04:21:52.966Z,"26km N of Searles Valley, CA",earthquake,0.44,31.61,0.147,12,automatic,ci,ci
2019-08-02T04:17:48.870Z,33.8928333,-116.2435,8.07,0.91,ml,20,92,0.06676,0.24,ci,ci38682751,2019-08-02T04:21:34.980Z,"16km ENE of Thousand Palms, CA",earthquake,0.51,1.19,0.142,22,automatic,ci,ci
2019-08-02T04:07:28.222Z,52.7649,-168.1689,21.6,1.5,ml,,,,0.72,ak,ak0199tzfj6e,2019-08-02T17:12:51.645Z,"50km ESE of Nikolski, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2019-08-02T04:04:32.070Z,35.6501667,-117.46,4.76,1.04,ml,19,72,0.03313,0.22,ci,ci38682727,2019-08-02T04:08:03.979Z,"14km SSW of Searles Valley, CA",earthquake,0.4,0.65,0.216,11,automatic,ci,ci
2019-08-02T04:03:36.060Z,38.8046684,-122.8266678,2.5,0.88,md,9,112,,0.03,nc,nc73240476,2019-08-02T04:45:04.230Z,"7km WNW of The Geysers, CA",earthquake,0.44,0.83,,1,automatic,nc,nc
2019-08-02T04:02:13.750Z,35.8781667,-117.7043333,3.71,1.01,ml,13,82,0.1012,0.22,ci,ci38682719,2019-08-02T04:05:56.181Z,"19km ESE of Little Lake, CA",earthquake,0.41,1.62,0.127,8,automatic,ci,ci
2019-08-02T03:56:57.260Z,35.6593333,-117.4488333,6.51,0.91,ml,17,84,0.02128,0.2,ci,ci38682703,2019-08-02T04:00:41.940Z,"13km SSW of Searles Valley, CA",earthquake,0.42,0.69,0.274,7,automatic,ci,ci
2019-08-02T03:53:53.185Z,35.05715561,-97.68452454,3.080298662,1.88,ml,6,89.65664673,0.1347029358,3.123250289,ok,ok2019ozlx,2019-08-02T14:01:09.541Z,"9km SSW of Blanchard, Oklahoma",earthquake,4.505046935,3.734446687,0.1,4,automatic,ok,ok
2019-08-02T03:53:52.600Z,35.04683333,-97.692,6.52,1.39,ml,25,81,0.142172101,0.28,ok,ok2019ozlw,2019-08-02T13:58:32.311Z,"10km SSW of Blanchard, Oklahoma",earthquake,,0.8,0.16,7,reviewed,ok,ok
2019-08-02T03:52:48.281Z,64.5375,-160.1288,7.5,1.1,ml,,,,0.39,ak,ak0199tz3tgc,2019-08-02T03:55:53.850Z,"80km NNE of Unalakleet, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-02T03:41:04.470Z,36.5028343,-121.0768356,5.96,1.62,md,7,128,0.04983,0.05,nc,nc73240456,2019-08-02T06:09:05.569Z,"7km ESE of Pinnacles, CA",earthquake,0.62,1.52,0.23,7,automatic,nc,nc
2019-08-02T03:40:47.570Z,38.8513336,-122.8239975,1.35,0.9,md,7,113,0.00336,0.01,nc,nc73240451,2019-08-02T04:11:03.472Z,"9km WNW of Cobb, CA",earthquake,0.53,0.78,,1,automatic,nc,nc
2019-08-02T03:40:12.050Z,36.2075,-117.8975,0.13,1.89,ml,14,63,0.09614,0.29,ci,ci38682663,2019-08-02T03:43:54.835Z,"13km SE of Olancha, CA",earthquake,0.68,1.29,0.154,26,automatic,ci,ci
2019-08-02T03:38:24.390Z,36.068,-117.845,0.12,1.33,ml,11,132,0.05012,0.25,ci,ci38682655,2019-08-02T17:53:30.171Z,"10km ENE of Coso Junction, CA",earthquake,0.98,1.21,0.221,17,reviewed,ci,ci
2019-08-02T03:37:01.260Z,37.7301667,-118.7738333,6.77,1.35,md,22,199,0.06099,0.04,nc,nc73240446,2019-08-02T18:49:02.871Z,"20km NNW of Toms Place, CA",earthquake,0.84,0.62,0.278,21,reviewed,nc,nc
2019-08-02T03:36:58.760Z,59.7931667,-153.0806667,22.83,0.36,ml,5,313,0.1645,0.14,av,av70842024,2019-08-02T20:56:25.890Z,"70km W of Anchor Point, Alaska",earthquake,2.32,1.54,0.147,5,reviewed,av,av
2019-08-02T03:30:33.240Z,18.7965,-67.1988,12,2.03,md,5,310,0.3405,0.32,pr,pr2019214000,2019-08-02T08:42:02.516Z,"35km NNW of San Antonio, Puerto Rico",earthquake,1.96,1.1,0.18,4,reviewed,pr,pr
2019-08-02T03:30:08.908Z,66.2954,-157.2161,0,1.3,ml,,,,0.47,ak,ak0199tyz0nu,2019-08-02T03:34:09.051Z,"69km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-08-02T03:25:46.800Z,35.818,-117.657,3.08,1.65,ml,26,56,0.08819,0.2,ci,ci38682639,2019-08-02T03:36:37.430Z,"22km N of Ridgecrest, CA",earthquake,0.36,1.27,0.127,23,automatic,ci,ci
2019-08-02T03:16:00.680Z,35.6666667,-117.5356667,11.16,1,ml,19,85,0.0522,0.19,ci,ci38682631,2019-08-02T03:19:42.683Z,"14km ENE of Ridgecrest, CA",earthquake,0.39,0.68,0.206,9,automatic,ci,ci
2019-08-02T03:14:59.360Z,35.67,-117.4241667,2.14,1.69,ml,22,69,0.004886,0.18,ci,ci38682623,2019-08-02T03:18:51.676Z,"11km S of Searles Valley, CA",earthquake,0.26,0.37,0.125,26,automatic,ci,ci
2019-08-02T03:12:12.100Z,35.634,-117.4706667,2.68,1.27,ml,20,56,0.03871,0.22,ci,ci38682607,2019-08-02T03:15:50.658Z,"16km SSW of Searles Valley, CA",earthquake,0.28,0.31,0.159,15,automatic,ci,ci
2019-08-02T03:05:05.371Z,59.7014,-153.0862,13.6,2.2,ml,,,,0.78,ak,ak0199tytngr,2019-08-02T20:57:29.610Z,"71km W of Anchor Point, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-02T02:52:27.950Z,56.8581667,-157.8691667,3.5,1.09,ml,5,324,0.1183,0.25,av,av62058296,2019-08-02T20:17:39.980Z,"86km NE of Chignik Lake, Alaska",earthquake,1.61,1.26,0.044,3,reviewed,av,av
2019-08-02T02:51:27.860Z,39.2675,-123.2823333,6.12,1.06,md,5,281,0.06337,0.02,nc,nc73240431,2019-08-02T16:04:04.620Z,"7km W of Redwood Valley, CA",earthquake,1.99,0.91,0.061,4,reviewed,nc,nc
2019-08-02T02:49:54.170Z,35.9111667,-117.7438333,1.52,1.85,ml,21,59,0.07105,0.21,ci,ci38682535,2019-08-02T02:53:43.027Z,"15km E of Little Lake, CA",earthquake,0.3,0.51,0.14,25,automatic,ci,ci
2019-08-02T02:47:38.910Z,33.5328333,-116.7136667,1.93,0.37,ml,11,71,0.03801,0.17,ci,ci38682519,2019-08-02T02:51:25.226Z,"4km WSW of Anza, CA",earthquake,0.37,0.42,0.197,9,automatic,ci,ci
2019-08-02T02:47:19.079Z,35.82133333,-98.09966667,5,1.9,ml,65,64,0.271746674,0.28,ok,ok2019ozjr,2019-08-02T13:55:30.779Z,"15km WSW of Kingfisher, Oklahoma",earthquake,,1.1,0.18,21,reviewed,ok,ok
2019-08-02T02:42:28.730Z,34.1638333,-117.4768333,7.5,0.92,ml,14,110,0.04759,0.12,ci,ci38682495,2019-08-02T17:53:45.124Z,"8km NNW of Fontana, CA",earthquake,0.32,0.91,0.219,21,reviewed,ci,ci
2019-08-02T02:37:49.020Z,35.63,-117.4488333,10.02,0.89,ml,14,77,0.04059,0.15,ci,ci38682487,2019-08-02T02:41:32.739Z,"16km SSW of Searles Valley, CA",earthquake,0.41,0.54,0.141,6,automatic,ci,ci
2019-08-02T02:29:01.164Z,59.2553,-152.2483,57.2,1.5,ml,,,,0.57,ak,ak0199tyd9k7,2019-08-02T02:32:45.499Z,"58km SW of Homer, Alaska",earthquake,,1,,,automatic,ak,ak
2019-08-02T02:17:23.650Z,58.159,-155.3193333,0.49,-0.78,ml,4,238,0.05136,0.03,av,av70842019,2019-08-02T20:27:10.590Z,"98km SE of King Salmon, Alaska",earthquake,0.56,1.29,0.111,4,reviewed,av,av
2019-08-02T02:15:49.862Z,66.2582,-157.1484,0.9,1.1,ml,,,,1.12,ak,ak0199tyagh6,2019-08-02T02:19:32.432Z,"73km S of Kobuk, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-02T02:11:18.190Z,36.8398,-117.4262,4.2,0.7,ml,7,240.19,0.164,0.1894,nn,nn00698522,2019-08-02T17:58:12.182Z,"59km W of Beatty, Nevada",earthquake,,5.1,0.14,5,reviewed,nn,nn
2019-08-02T02:04:45.880Z,35.853,-98.05133333,7,0.91,ml,21,57,0.1133777514,0.32,ok,ok2019ozih,2019-08-02T22:16:58.601Z,"10km W of Kingfisher, Oklahoma",earthquake,,1.2,0.18,3,reviewed,ok,ok
2019-08-02T02:04:44.380Z,35.841,-98.0665,5.93,1.6,ml,24,89,0.129574573,0.23,ok,ok2019ozig,2019-08-02T20:02:45.016Z,"12km W of Kingfisher, Oklahoma",earthquake,,0.9,0.39,7,reviewed,ok,ok
2019-08-02T01:56:01.490Z,18.8415,-64.4986,38,2.47,md,7,343,1.5206,0.35,pr,pr2019214001,2019-08-02T05:16:51.040Z,"51km NNE of Road Town, British Virgin Islands",earthquake,4.8,22.21,0.02,7,reviewed,pr,pr
2019-08-02T01:53:24.620Z,35.9611664,-117.6768341,3.53,1.28,ml,13,54,0.06605,0.1,ci,ci38682391,2019-08-02T01:56:54.118Z,"21km E of Little Lake, CA",earthquake,0.32,0.87,0.18,8,automatic,ci,ci
2019-08-02T01:51:25.920Z,35.905,-117.7096667,1.26,1.38,ml,14,99,0.09284,0.21,ci,ci38682375,2019-08-02T01:55:08.559Z,"18km E of Little Lake, CA",earthquake,0.35,0.6,0.244,14,automatic,ci,ci
2019-08-02T01:49:50.923Z,66.0886,-162.6372,0,1.9,ml,,,,0.8,ak,ak0199txwbas,2019-08-02T01:56:17.692Z,"90km S of Kotzebue, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-08-02T01:47:38.580Z,35.8763333,-117.6973333,5.97,1.79,ml,29,47,0.0871,0.19,ci,ci38682359,2019-08-02T01:58:36.480Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.85,0.205,27,automatic,ci,ci
2019-08-02T01:45:41.250Z,48.0843333333333,-122.5735,18.85,1.56,ml,19,73,,0.2,uw,uw61540691,2019-08-03T13:49:00.154Z,"9km NNW of Freeland, Washington",earthquake,0.36,1.33,0.329555717376115,8,reviewed,uw,uw
2019-08-02T01:41:07.688Z,60.5296,-140.6456,16,1.3,ml,,,,0.81,ak,ak0199txui8i,2019-08-02T01:45:14.264Z,"111km ENE of Cape Yakataga, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-02T01:41:03.360Z,40.3913345,-124.4873352,17.84,2.31,md,9,281,0.142,0.07,nc,nc73240421,2019-08-02T04:45:05.230Z,"19km WNW of Petrolia, CA",earthquake,2.67,1.23,0.09,4,automatic,nc,nc
2019-08-02T01:33:08.280Z,38.8251648,-122.7426682,-0.79,0.57,md,9,159,0.03158,0.19,nc,nc73240416,2019-08-02T01:34:42.037Z,"2km WNW of Cobb, CA",earthquake,0.64,3.59,,2,automatic,nc,nc
2019-08-02T01:32:12.400Z,38.8121681,-122.8308334,4.58,0.56,md,9,71,0.00354,0.09,nc,nc73240411,2019-08-02T01:33:47.099Z,"8km WNW of The Geysers, CA",earthquake,1,2.63,,1,automatic,nc,nc
2019-08-02T01:28:51.170Z,19.4300003,-155.6004944,-2.03,1.8,md,13,84,0.02182,0.19,hv,hv71069367,2019-08-02T01:31:58.490Z,"27km E of Honaunau-Napoopoo, Hawaii",earthquake,0.34,0.49,0.3,10,automatic,hv,hv
2019-08-02T01:25:00.459Z,59.7393,-153.2925,13.8,3.4,ml,,,,0.62,ak,ak0199txr275,2019-08-02T17:08:18.478Z,"84km E of Old Iliamna, Alaska",earthquake,,0,,,reviewed,ak,ak
2019-08-02T01:09:51.380Z,37.6751667,-118.8808333,0.37,0.65,md,7,187,0.02267,0.06,nc,nc73240406,2019-08-02T16:33:03.936Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.43,1.18,0.139,7,reviewed,nc,nc
2019-08-02T01:09:41.920Z,35.6566667,-117.5833333,7.87,1.56,ml,24,49,0.03644,0.22,ci,ci38682247,2019-08-02T01:13:32.302Z,"9km ENE of Ridgecrest, CA",earthquake,0.36,0.85,0.215,21,automatic,ci,ci
2019-08-02T01:06:52.100Z,38.7874985,-122.7716675,1.84,1.33,md,28,78,,0.05,nc,nc73240401,2019-08-02T02:16:03.795Z,"2km NW of The Geysers, CA",earthquake,0.22,0.37,0.09,10,automatic,nc,nc
2019-08-02T01:05:39.900Z,61.9158333,-144.0476667,5.23,-0.05,ml,5,183,0.06118,0.18,av,av70842014,2019-08-02T20:02:58.590Z,"49km NNE of Chitina, Alaska",earthquake,0.66,1.14,0.194,6,reviewed,av,av
2019-08-02T01:00:59.150Z,35.6446667,-117.4501667,7.54,1.08,ml,17,66,0.0297,0.18,ci,ci38682231,2019-08-02T01:04:44.710Z,"14km SSW of Searles Valley, CA",earthquake,0.37,0.56,0.209,11,automatic,ci,ci
2019-08-02T00:57:30.932Z,61.5203,-146.6095,48.3,0.9,ml,,,,1.11,ak,ak0199txcjvp,2019-08-02T01:02:01.866Z,"45km NNW of Valdez, Alaska",earthquake,,1,,,automatic,ak,ak
2019-08-02T00:55:16.872Z,-34.1794,-72.198,14.04,5.4,mww,,48,0.847,0.57,us,us60004z17,2019-08-03T00:57:27.329Z,"84km SW of San Antonio, Chile",earthquake,2.6,2.9,0.066,22,reviewed,us,us
2019-08-02T00:53:00.470Z,38.8161659,-122.8148346,2.82,1.12,md,27,49,,0.03,nc,nc73240396,2019-08-02T01:54:03.424Z,"7km NW of The Geysers, CA",earthquake,0.22,0.37,0.18,6,automatic,nc,nc
2019-08-02T00:45:11.980Z,35.9601667,-117.5596667,11.64,1.43,ml,9,238,0.04194,0.24,ci,ci38682215,2019-08-02T00:48:57.153Z,"26km NNW of Searles Valley, CA",earthquake,1.35,1.17,0.284,7,automatic,ci,ci
2019-08-02T00:40:47.570Z,40.6568336,-121.7963333,24.71,1.8,md,7,177,0.2081,0.01,nc,nc73240391,2019-08-02T04:22:43.197Z,"18km NNW of Viola, CA",earthquake,0.77,3.35,0.12,4,automatic,nc,nc
2019-08-02T00:39:05.722Z,60.1786,-153.2237,133.7,1.9,ml,,,,0.3,ak,ak0199tx8n0v,2019-08-02T00:44:07.591Z,"43km SW of Redoubt Volcano, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-02T00:32:22.960Z,38.7803345,-122.7736664,2.95,0.91,md,14,86,,0.13,nc,nc73240386,2019-08-02T00:45:06.428Z,"2km WNW of The Geysers, CA",earthquake,0.5,1.08,0.09,6,automatic,nc,nc
2019-08-02T00:19:37.380Z,35.6328333,-117.4261667,4.33,1.29,ml,15,145,0.03228,0.13,ci,ci38682175,2019-08-02T00:23:18.995Z,"15km S of Searles Valley, CA",earthquake,0.28,0.33,0.233,15,automatic,ci,ci
2019-08-02T00:16:47.700Z,32.2263333,-115.2693333,15.11,2.63,ml,26,144,0.1807,0.27,ci,ci38682167,2019-08-02T17:30:33.781Z,"9km W of Alberto Oviedo Mota, B.C., MX",earthquake,0.66,1.04,0.18,48,reviewed,ci,ci
2019-08-02T00:09:15.018Z,-34.1537,-72.2855,23.76,4.2,mwr,,134,0.906,0.72,us,us60004yze,2019-08-02T08:11:44.576Z,"87km SW of San Antonio, Chile",earthquake,3.7,2.3,0.042,54,reviewed,us,us
2019-08-02T00:08:53.400Z,33.0448333,-115.8891667,4.39,1.87,ml,40,37,0.09068,0.24,ci,ci38682143,2019-08-02T00:12:44.930Z,"25km W of Westmorland, CA",earthquake,0.3,1.22,0.169,26,automatic,ci,ci
2019-08-02T00:02:27.110Z,35.8636667,-117.6825,8.51,0.96,ml,12,88,0.08663,0.17,ci,ci38682135,2019-08-02T00:06:13.884Z,"22km ESE of Little Lake, CA",earthquake,0.43,1.31,0.206,5,automatic,ci,ci
2019-08-02T00:00:25.154Z,66.2902,-157.217,9.2,1,ml,,,,0.72,ak,ak0199tx0bmb,2019-08-02T00:09:40.462Z,"70km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-08-01T23:58:19.280Z,35.6735,-117.5326667,4.74,1.98,ml,29,42,0.05931,0.23,ci,ci38682111,2019-08-02T00:09:00.320Z,"14km ENE of Ridgecrest, CA",earthquake,0.32,0.75,0.123,26,automatic,ci,ci
2019-08-01T23:56:05.223Z,60.2315,-140.6361,19.4,1,ml,,,,0.61,ak,ak0199snhwlm,2019-08-01T23:59:28.079Z,"91km NNW of Yakutat, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-01T23:54:58.058Z,61.3876,-150.0679,38,1.1,ml,,,,1.11,ak,ak0199snhl8s,2019-08-01T23:59:27.603Z,"16km SSW of Big Lake, Alaska",earthquake,,1,,,automatic,ak,ak
2019-08-01T23:46:46.530Z,37.609,-118.7863333,7.42,0.73,md,18,163,0.0389,0.03,nc,nc73240371,2019-08-02T01:59:30.094Z,"11km WNW of Toms Place, CA",earthquake,0.4,0.75,0.186,15,reviewed,nc,nc
2019-08-01T23:37:25.180Z,35.6711667,-117.5193333,9.16,2.65,ml,34,38,0.06361,0.19,ci,ci38682079,2019-08-02T00:07:37.523Z,"15km SW of Searles Valley, CA",earthquake,0.24,0.56,0.161,25,automatic,ci,ci
2019-08-01T23:35:47.370Z,35.9401667,-117.3803333,1.61,2.31,ml,26,68,0.09281,0.18,ci,ci38682071,2019-08-01T23:39:45.657Z,"19km N of Searles Valley, CA",earthquake,0.26,0.57,0.131,26,automatic,ci,ci
2019-08-01T23:33:33.040Z,35.7874985,-117.609169,8.83,1.37,ml,20,70,0.1283,0.17,ci,ci38682063,2019-08-01T23:37:17.426Z,"19km W of Searles Valley, CA",earthquake,0.33,1.23,0.168,4,automatic,ci,ci
2019-08-01T23:32:13.979Z,39.4347,-120.2907,11.1,0.1,ml,4,139.86,0.018,0.145,nn,nn00698448,2019-08-02T02:06:35.427Z,"15km NW of Truckee, California",earthquake,,2.9,0.44,3,reviewed,nn,nn
2019-08-01T23:30:27.340Z,35.5658333,-117.5165,10.12,1.14,ml,17,95,0.0389,0.24,ci,ci38682055,2019-08-01T23:34:10.408Z,"16km ESE of Ridgecrest, CA",earthquake,0.53,0.83,0.118,12,automatic,ci,ci
2019-08-01T23:24:19.564Z,55.988,-149.5923,10,3.6,ml,,186,2.388,0.8,us,us60004yxp,2019-08-02T05:15:18.040Z,"263km SE of Kodiak, Alaska",earthquake,5.8,2,0.045,64,reviewed,us,us
2019-08-01T23:16:58.730Z,38.8241653,-122.8143311,1.39,0.44,md,12,70,0.003413,0.05,nc,nc73240351,2019-08-01T23:39:03.643Z,"7km NW of The Geysers, CA",earthquake,0.3,0.64,0.12,2,automatic,nc,nc
2019-08-01T23:15:46.710Z,37.5465,-118.8283333,3.37,0.11,md,8,236,0.04346,0.04,nc,nc73240356,2019-08-03T00:43:04.413Z,"13km W of Toms Place, CA",earthquake,1.24,1.48,0.068,5,reviewed,nc,nc
2019-08-01T23:14:25.448Z,62.3022,-151.246,82.6,1.8,ml,,,,0.5,ak,ak0199sn8y2t,2019-08-01T23:18:48.166Z,"58km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-08-01T23:08:44.026Z,59.7951,-153.3142,110.4,1.5,ml,,,,0.7,ak,ak0199sn7p5e,2019-08-01T23:13:26.197Z,"83km W of Anchor Point, Alaska",earthquake,,1,,,automatic,ak,ak
2019-08-01T23:08:34.390Z,37.4816667,-121.6403333,4.39,0.82,md,10,82,0.01087,0.05,nc,nc73240346,2019-08-02T23:58:04.150Z,"21km NE of Alum Rock, CA",earthquake,0.26,0.38,0.179,10,reviewed,nc,nc
2019-08-01T23:03:58.532Z,-18.343,120.4567,10,4.8,mb,,64,2.883,0.78,us,us60004yx2,2019-08-02T11:35:08.794Z,"192km WSW of Broome, Australia",earthquake,7.5,1.9,0.139,16,reviewed,us,us
2019-08-01T23:02:45.840Z,35.9581667,-117.7201667,4.57,1.45,ml,21,56,0.07961,0.19,ci,ci38681999,2019-08-01T23:06:41.239Z,"17km E of Little Lake, CA",earthquake,0.3,0.75,0.183,16,automatic,ci,ci
2019-08-01T23:00:58.770Z,44.726,-111.1308333,10.53,0.52,md,11,85,0.05277,0.12,uu,uu60333677,2019-08-02T14:45:03.420Z,"7km NNW of West Yellowstone, Montana",earthquake,0.44,0.92,0.17,6,reviewed,uu,uu
2019-08-01T22:58:22.420Z,18.1993,-66.1001,3,1.12,md,3,281,0.1972,0.05,pr,pr2019213011,2019-08-01T23:09:54.790Z,"2km NNE of Bayamon, Puerto Rico",earthquake,0.73,9.47,0.03,3,reviewed,pr,pr
2019-08-01T22:54:24.910Z,36.187,-117.8876667,0.94,2.43,ml,20,98,0.07419,0.24,ci,ci38681959,2019-08-01T22:58:04.247Z,"15km SE of Olancha, CA",earthquake,0.43,0.79,0.168,27,automatic,ci,ci
2019-08-01T22:48:08.300Z,38.7966652,-122.7850037,3.2,1.26,md,26,53,,0.04,nc,nc73240326,2019-08-01T23:33:05.178Z,"3km NW of The Geysers, CA",earthquake,0.25,0.48,0.18,8,automatic,nc,nc
2019-08-01T22:43:47.602Z,59.432,-152.8118,75.6,1.8,ml,,,,0.41,ak,ak0199smtrzh,2019-08-01T22:48:30.430Z,"67km SW of Anchor Point, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-01T22:41:31.810Z,35.7685,-117.5956667,2.46,2.1,ml,31,54,0.1433,0.21,ci,ci38681951,2019-08-01T22:52:20.860Z,"17km W of Searles Valley, CA",earthquake,0.32,1.44,0.15,26,automatic,ci,ci
2019-08-01T22:38:10.352Z,57.2799,-155.3766,62.2,1.9,ml,,,,0.56,ak,ak0199smsmlf,2019-08-01T22:46:49.251Z,"88km WSW of Larsen Bay, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-01T22:33:36.770Z,18.1683,-67.0258,15,1.64,md,3,268,0.0605,0.4,pr,pr2019213010,2019-08-01T23:09:42.575Z,"5km WSW of Maricao, Puerto Rico",earthquake,6.47,4.49,0.15,3,reviewed,pr,pr
2019-08-01T22:29:49.370Z,45.855,-111.3555,5.92,0.91,ml,4,198,0.312,0.08,mb,mb80355684,2019-08-02T14:49:40.700Z,"1km W of Manhattan, Montana",earthquake,1.09,7.01,0.069,2,reviewed,mb,mb
2019-08-01T22:10:30.930Z,36.0811667,-120.6921667,1.07,0.99,md,15,317,0.07873,0.07,nc,nc73240296,2019-08-03T00:33:04.465Z,"20km ENE of San Ardo, CA",earthquake,4,5.72,0.287,4,reviewed,nc,nc
2019-08-01T22:00:36.180Z,38.8051682,-122.8231659,2.03,0.88,md,11,91,0.005976,0.04,nc,nc73240291,2019-08-01T22:39:04.939Z,"7km WNW of The Geysers, CA",earthquake,0.45,0.85,,1,automatic,nc,nc
2019-08-01T21:59:05.380Z,36.0843333,-117.3028333,1.1,2.59,ml,26,82,0.1936,0.19,ci,ci38681847,2019-08-02T06:23:47.617Z,"36km N of Trona, CA",earthquake,0.29,0.86,0.152,26,automatic,ci,ci
2019-08-01T21:57:48.840Z,36.70083333,-97.66833333,5.49,1.78,ml,48,120,0.2150577983,0.21,ok,ok2019ozad,2019-08-02T13:57:15.165Z,"13km SSE of Medford, Oklahoma",earthquake,,0.6,0.39,4,reviewed,ok,ok
2019-08-01T21:54:51.782Z,60.2919,-143.3127,20,1,ml,,,,0.62,ak,ak0199smapju,2019-08-01T22:05:49.774Z,"55km WNW of Cape Yakataga, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-08-01T21:54:04.120Z,35.9518333,-117.3441667,2.77,2.22,ml,28,71,0.0783,0.18,ci,ci38681839,2019-08-01T22:05:02.180Z,"21km N of Trona, CA",earthquake,0.31,0.7,0.092,25,automatic,ci,ci
2019-08-01T21:49:37.775Z,37.2642,-115.033,0,1.4,ml,7,178.51,0.143,0.1727,nn,nn00698444,2019-08-02T02:06:33.352Z,"16km SE of Alamo, Nevada",earthquake,,0,0.16,4,reviewed,nn,nn
2019-08-01T21:49:10.533Z,58.8006,-137.6384,11.1,3.1,ml,,,,0.91,ak,ak0199sm9j24,2019-08-01T21:54:46.375Z,"118km WNW of Gustavus, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-08-01T21:48:56.636Z,57.8997,-137.8364,7.38,3.2,ml,,211,0.858,0.45,us,us60004yur,2019-08-01T21:56:05.040Z,"136km WSW of Gustavus, Alaska",earthquake,2.1,6.7,0.04,84,reviewed,us,us
2019-08-01T21:48:21.290Z,46.8815,-112.5341667,12.91,1.22,ml,11,110,0.112,0.13,mb,mb80355509,2019-08-02T14:35:24.060Z,"13km SE of Lincoln, Montana",earthquake,0.48,1.09,0.032,3,reviewed,mb,mb
2019-08-01T21:45:31.310Z,35.713,-117.519,6.88,1.27,ml,19,137,0.09112,0.18,ci,ci38681823,2019-08-01T21:49:12.149Z,"12km WSW of Searles Valley, CA",earthquake,0.37,0.88,0.174,14,automatic,ci,ci
2019-08-01T21:43:22.920Z,35.9475,-117.6408333,2.84,1.67,ml,12,102,0.007757,0.22,ci,ci38681807,2019-08-01T21:54:39.855Z,"24km E of Little Lake, CA",earthquake,0.41,0.58,0.124,26,automatic,ci,ci
2019-08-01T21:40:45.087Z,58.5645,-153.8209,74.9,1.5,ml,,,,0.27,ak,ak0199sm7p09,2019-08-01T21:45:23.912Z,"114km NW of Kodiak Station, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-08-01T21:37:55.560Z,38.8009987,-122.7708359,1.72,1.07,md,23,65,,0.05,nc,nc73240266,2019-08-01T22:16:04.168Z,"3km NNW of The Geysers, CA",earthquake,0.25,0.43,0.15,7,automatic,nc,nc
2019-08-01T21:35:09.910Z,38.7910004,-122.7621689,0.94,1.1,md,15,71,0.02024,0.04,nc,nc73240261,2019-08-01T22:04:03.437Z,"2km NNW of The Geysers, CA",earthquake,0.23,0.51,0.1,6,automatic,nc,nc
